launch_id,mission_name,date,agency,launch_country
962f4ad2-81e0-43f9-8148-fb78f52cb0f5,Vostok 8K72 | Korabl-Sputnik (2),1960-07-28T09:31:00Z,Soviet Space Program,KAZ
0b722410-e8ad-4dd7-803e-76c251c2b65a,Atlas LV-3B | Mercury-Atlas 1,1960-07-29T13:13:00Z,National Aeronautics and Space Administration,USA
b485afd9-abd0-4da4-94a4-19adf515aab9,Thor Agena A | Discoverer 13,1960-08-10T20:37:54Z,United States Air Force,USA
a622451e-1533-40ec-ae1f-6ac82a8e15eb,Thor Delta | Echo 1,1960-08-12T09:39:43Z,United States Air Force,USA
365e8e27-7db7-48f5-8d7d-33a3ec978e81,Thor Agena A | Discoverer 14,1960-08-18T19:57:08Z,United States Air Force,USA
d203ad0f-2f6f-4533-9641-b211b5770421,Thor DM-21 Ablestar | Courier 1A,1960-08-18T19:58:00Z,United States Air Force,USA
5d75ee96-a897-499f-8f48-7d98d78fc01c,Vostok 8K72 | Korabl'-Sputnik-2,1960-08-19T08:44:06Z,Soviet Space Program,KAZ
4a0e330d-c75a-433b-ad2e-f0be2ed9a018,Thor Agena A | Discoverer 15,1960-09-13T22:13:39Z,United States Air Force,USA
ada5068a-c2e0-4c0e-9167-402536f4af37,Blue Scout Jr | Blue Scout D-1,1960-09-21T13:01:53Z,United States Air Force,USA
23538a9d-d745-4944-aec8-294c8f773cbf,Atlas-Able | P-30 (Able VA),1960-09-25T15:13:17Z,United States Air Force,USA
b3d4d5e7-b317-446c-9d08-d4e5cfa95a63,Scout X-1 | ST-2,1960-10-04T15:23:00Z,National Aeronautics and Space Administration,USA
dae8cfed-408d-4572-a461-d71e8d40e396,Thor DM-21 Ablestar | Courier 1B,1960-10-04T17:50:00Z,United States Air Force,USA
2b8ca24a-995a-49bd-a686-f937647fd47e,Molniya 8K78 | Mars-1a,1960-10-10T14:27:49Z,Soviet Space Program,KAZ
d1d6a521-65f5-44df-93ba-5f79773186f4,Atlas Agena A | Samos 1,1960-10-11T20:33:28Z,United States Air Force,USA
ba2e283c-6389-416a-9c88-541ded25c1dd,Molniya 8K78 | Mars-1b,1960-10-14T13:51:03Z,Soviet Space Program,KAZ
adca914e-1d47-47fd-a8d8-71b90dd9cbe1,Thor DM-21 Agena-B | Discoverer 16,1960-10-26T20:26:09Z,United States Air Force,USA
68c95d0d-e00a-43d9-9761-dcecd4a83413,Juno II | Explorer 8,1960-11-03T05:23:10Z,National Aeronautics and Space Administration,USA
bc401ea5-29c7-448f-87d1-84ad56f806d6,Little Joe | LJ-5,1960-11-08T15:18:00Z,National Aeronautics and Space Administration,USA
ab21d17c-aa7d-46f5-9d39-601a4793f279,Thor DM-21 Agena-B | Discoverer 17,1960-11-12T20:42:32Z,United States Air Force,USA
0abcc2bf-6243-4f2c-8c14-cac541595992,Redstone MRLV | Mercury-Redstone 1,1960-11-21T14:00:00Z,National Aeronautics and Space Administration,USA
7907f62e-09cd-476c-afb5-dfb22445caa9,Thor Delta | Tiros 2,1960-11-23T11:13:03Z,United States Air Force,USA
b5f0d805-b7b3-469c-976c-164255551f91,Thor DM-21 Ablestar | Transit 3A,1960-11-30T19:50:00Z,United States Air Force,USA
787e5a38-9f51-4543-a218-5d1e5690bb34,Vostok 8K72 | Korabl'-Sputnik-3,1960-12-01T07:30:04Z,Soviet Space Program,KAZ
83208857-199a-421b-a706-c339709aa0ab,Scout X-1 | NASA S-56,1960-12-04T21:14:00Z,National Aeronautics and Space Administration,USA
ba9b77a7-5d1b-47e9-89fc-2fc0050186df,Thor DM-21 Agena-B | Discoverer 18,1960-12-07T20:20:58Z,United States Air Force,USA
